,infl_e,rate,sp500,corp_debt,deflator,unempl,gdp,rpi,dpi,manufacturing,splong
2021-10-01,4.8,0.07903225806451614,4460.7071428571435,3523.234090909091,7.1,4.3,24654.603,19133.495,16547.4,-1.675,4460.707077752976
2021-11-01,4.9,0.07966666666666668,4667.386666666666,3530.7149999999997,7.533333333333333,3.9,24779.440666666665,19102.141,16499.8,-2.05,4667.386648995535
2021-12-01,4.8,0.07967741935483871,4674.772727272727,3532.7122727272726,7.966666666666667,3.7,24904.278333333335,19024.303,16418.5,-2.425,4674.772771661932
2022-01-01,4.9,0.07935483870967742,4573.8155,3457.252857142857,8.4,4.4,25029.116,18873.524,16080.8,-2.8,4573.815454101563
2022-02-01,4.9,0.08,4435.98052631579,3360.4120000000003,8.633333333333333,4.1,25200.835000000003,18878.407,16092.7,-2.8,4435.980494449013
2022-03-01,5.4,0.2009677419354839,4391.265217391305,3267.6260869565217,8.866666666666667,3.8,25372.554,18795.364,16028.1,-2.8,4391.265264096467
2022-04-01,5.4,0.33,4391.296,3156.6200000000003,9.1,3.3,25544.273,18800.822,16042.6,-2.8,4391.29599609375
2022-05-01,5.3,0.765483870967742,4040.3599999999997,3082.42,7.566666666666666,3.4,25694.395,18759.493,16023.2,-2.8,4040.3600027901784
2022-06-01,5.3,1.2049999999999998,3898.9466666666667,3040.4150000000004,6.033333333333333,3.8,25844.517,18662.365,15963.4,-2.8,3898.9466843377977
2022-07-01,5.2,1.6758064516129034,3911.7295,3071.005,4.5,3.8,25994.639,18805.531,16109.3,-2.8,3911.7294921875
2022-08-01,4.8,2.33,4158.563043478261,3095.078695652174,4.3,3.8,26132.560999999998,18841.863,16161.4,-2.8,4158.563083814538
2022-09-01,4.7,2.555,3850.520476190476,2972.7477272727274,4.1,3.3,26270.483,18856.687,16184.9,-2.8,3850.5204961867557
2022-10-01,5.0,3.08,3726.050952380953,2862.9838095238097,3.9,3.4,26408.405,18874.608,16223.5,-2.8,3726.050955636161
2022-11-01,5.0,3.7800000000000002,3917.488571428571,2926.3154545454545,3.9,3.4,26408.405,18854.311,16229.6,-2.8,3917.488595145089
2022-12-01,4.3,4.104193548387097,3912.3809523809523,3027.2213636363635,3.9,3.3,26408.405,18853.146,16265.1,-2.8,3912.3809523809523
